Unnamed: 0,coordinates,date,hashtags,language,source,text,user,Category
1041,,Tue Feb 05 02:38:00 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @thebradfordfile: Why have Kamala Harris, Maxine Waters, Dianne Feinstein, Nancy Pelosi, Adam Schiff, Ted Lieu, and Eric Swalwell not tw…",trump_sylvia,politics
1042,,Tue Feb 05 02:37:59 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @thebradfordfile: Why have Kamala Harris, Maxine Waters, Dianne Feinstein, Nancy Pelosi, Adam Schiff, Ted Lieu, and Eric Swalwell not tw…",SpringsRaff,politics
1043,,Tue Feb 05 02:37:59 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @KamalaHarris: We can’t lose sight of some of the critical issues that matter, from reproductive rights to climate change.
https://t.co/…",klpain29,politics
1044,,Tue Feb 05 02:37:57 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @thebradfordfile: Why have Kamala Harris, Maxine Waters, Dianne Feinstein, Nancy Pelosi, Adam Schiff, Ted Lieu, and Eric Swalwell not tw…",cmemo3,politics
1045,,Tue Feb 05 02:37:56 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @thebradfordfile: Why have Kamala Harris, Maxine Waters, Dianne Feinstein, Nancy Pelosi, Adam Schiff, Ted Lieu, and Eric Swalwell not tw…",LoriStiles11,politics
1046,,Tue Feb 05 02:37:54 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @KamalaHarris: We can’t lose sight of some of the critical issues that matter, from reproductive rights to climate change.
https://t.co/…",mrsftv,politics
1047,,Tue Feb 05 02:37:52 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @KamalaHarris: We can’t lose sight of some of the critical issues that matter, from reproductive rights to climate change.
https://t.co/…",Suzanne23199742,politics
1048,,Tue Feb 05 02:37:51 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Well then, I guess I endorse Kamala Harris https://t.co/r5ng56L94U",trulyleo,politics
1049,,Tue Feb 05 02:37:48 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @thebradfordfile: Why have Kamala Harris, Maxine Waters, Dianne Feinstein, Nancy Pelosi, Adam Schiff, Ted Lieu, and Eric Swalwell not tw…",margw423,politics
1050,,Mon Feb 04 21:56:25 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",It’s happening 🤗 https://t.co/AL9q6yuBuH,AOC,politics
1051,,Mon Feb 04 17:15:24 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Activist Ana Maria Archila will attend President Trump's State of the Union address as a guest of Rep. Alexandria O… https://t.co/cLZZwUMcer,ajplus,politics
1052,,Mon Feb 04 17:49:49 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GIFT TO TRUMP: ‘There Is Going to Be a War Within the Party. We Are Going to Lean Into It.’  https://t.co/VCCnoFClG2,IngrahamAngle,politics
1053,,Tue Feb 05 02:56:56 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,Msmith1337,politics
1054,,Tue Feb 05 02:56:52 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",CanadianPatri18,politics
1055,,Tue Feb 05 02:56:51 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dcexaminer: Alexandria Ocasio-Cortez invites woman who confronted Jeff Flake in elevator to State of the Union https://t.co/BJYux4Ls8n,ImForYOUAmerica,politics
1056,,Tue Feb 05 02:56:50 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @winstonCovfefe: The absolute status of House congress 😡😡😂😂
These poverty pimps, Crazy Max @RepMaxineWaters and Free loader Alexandria O…",wtpbn,politics
1057,,Tue Feb 05 02:56:49 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,StephenREly,politics
1058,,Tue Feb 05 02:56:39 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",Lchowe49,politics
1059,,Tue Feb 05 02:56:33 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,kainicole,politics
1060,,Tue Feb 05 02:56:32 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",bkgroh,politics
1061,,Tue Feb 05 02:56:31 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",1776forever1812,politics
1062,,Tue Feb 05 02:56:27 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",nancyredmondhu1,politics
1063,,Tue Feb 05 02:56:27 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,ladyenigma,politics
1064,,Tue Feb 05 02:56:24 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",C0DE_W4RR10R,politics
1065,,Tue Feb 05 02:56:18 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,wmpkr,politics
1066,,Tue Feb 05 02:56:15 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,Cooking4Bernie,politics
1067,,Tue Feb 05 02:56:15 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",debjones334,politics
1068,,Tue Feb 05 02:56:12 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,pupsMama7,politics
1069,,Tue Feb 05 02:56:12 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I never again want to hear about how stupid Sarah Palin is. This ding-a-ling makes Sarah Palin look like Einstein,… https://t.co/4b2caEC7rH",Roadexecutive,politics
1070,,Tue Feb 05 02:56:10 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @brianstelter: ""@AOC is already one of the most recognizable Democrats in the party nationally. And she's been a member of Congress for…",hsmcnp,politics
1071,,Tue Feb 05 02:56:09 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,pollyantics,politics
1072,,Tue Feb 05 02:56:09 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,sarahohmy4,politics
1073,,Tue Feb 05 02:56:08 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",WileEDude,politics
1074,,Tue Feb 05 02:56:07 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,JeramyWainwrigh,politics
1075,,Mon Feb 04 17:58:23 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ANOTHER huge caravan—this time over 12,000 migrants—will reach the US border this week.

President Trump is sending… https://t.co/otNp5ezH9V",Jim_Jordan,politics
1076,,Sun Feb 03 15:45:02 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Senior intel briefers are breaking their silence to warn that Trump is endangering U.S. security with what they say… https://t.co/mFjeIZQ24n,kylegriffin1,politics
1077,,Sun Feb 03 14:39:46 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Many missed monthly bills. Many had to choose between facing eviction or paying for chemo therapy. But he *doesn't*… https://t.co/iSF0KSxdVV,TeamPelosi,politics
1078,,Tue Feb 05 01:59:13 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @maggieNYT: NEWS: Building on ABC report about inaugural subpoena, federal prosecutors have now asked for a wide range of documents from…",iosfangirl,politics
1079,,Tue Feb 05 01:59:13 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@realDonaldTrump https://t.co/4l7VZT8us8
What a lazy no good for nothing",FranP20,politics
1080,,Tue Feb 05 01:59:13 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @funder: BREAKING: Federal prosecutors have subpoenaed the Trump inaugural committee for documents related to their donors and their fun…,blumalisa1,politics
1081,,Tue Feb 05 01:59:13 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@madwest45 @realDonaldTrump Hundreds of calls and meeting? With whom? Why aren’t they on the schedule? Trump BSing… https://t.co/U7XsiwbcyP,lynnebrownkc,politics
1082,,Tue Feb 05 01:59:13 +0000 2019,"[{'text': 'AdamSchiff', 'indices': [25, 36]}, {'text': 'Trump', 'indices': [46, 52]}, {'text': 'Schiff', 'indices': [88, 95]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @mog7546: CHECKMATE 

#AdamSchiff BLOWS UP #Trump's Plan To HIDE THE MUELLER REPORT

#Schiff (D-CA) who is THREATENING TO SUBPOENA the s…",LazyCircles,politics
1083,,Tue Feb 05 01:59:13 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Airvooocht: @realDonaldTrump Number of presidents who’ve had more than one chief of staff in their first two years: 4. 

Number of pres…",dbearandmurphy,politics
1084,,Tue Feb 05 01:59:13 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @LancelotLinkSpy: @RepCunningham Trump is dismantling our goverment!

Every 🐍 appointment has been someone who is opposed to the gov. ag…",magnetdoctor122,politics
1085,,Tue Feb 05 01:59:13 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @DrDenaGrayson: The Feds now have NUMEROUS cooperating witnesses — including Trump’s personal attorney (Cohen), @Trump Org CFO Weisselbe…",jasinHD,politics
1086,,Tue Feb 05 01:59:13 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @NPR: New: President Trump's inaugural committee has received a subpoena from Justice Department investigators, NPR's @relucasz reports.…",SapphyBlue,politics
1087,,Tue Feb 05 01:59:13 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @JuddLegum: There is no crisis at the border

But Trump is planning to declare an emergency to build a $25B wall

Meanwhile, the Trump a…",Mindpollution3,politics
1088,,Tue Feb 05 01:59:13 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Need2Impeach: We're coming to Springfield, Mass. on 2/12 with @TomSteyer.

RSVP here: https://t.co/dKf4LZEsDf

https://t.co/VdOurX0vn7",DrinkallMason,politics
1089,,Tue Feb 05 01:59:13 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @OfficeOfMike: BREAKING: Not only will Dems not negotiate and give President Trump funding for the border wall, they’ve now introduced l…",CuisineCandy,politics
1090,,Tue Feb 05 01:59:13 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @eugenegu: @realDonaldTrump Bernhardt also went to war against endangered salmon species in California’s San Joaquin Delta. Trump is nom…,ClauserLotus,politics
1091,,Tue Feb 05 01:59:13 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ishte_wa_toto: Remember the Monarch Butterfly Center that would be demolished for Trump's frickin wall?!? He didn't get the wall, but y…",mooebon,politics
1092,,Tue Feb 05 01:59:13 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @RepAdamSchiff: Cabinet officials are confirmed with the advice and consent of the Senate because they are constitutional figures who mu…,LakeGirl530,politics
1093,,Tue Feb 05 01:59:13 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@AnnCoulter Maybe not, indigenous  people probably wouldn't vote for trump, I know if I was American I sure the hell wouldn't.",NatWednesday,politics
1094,,Tue Feb 05 01:59:13 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @DavidDMiller5: @misterdish69 @RealBiddle @ITrust45 @KnucklDraginSam @jimbo_always @TrumpBillGates @RandallKraft @TheUnwantedBin @PhilPr…,jeffreycook1965,politics
1095,,Tue Feb 05 01:59:13 +0000 2019,"[{'text': 'inners', 'indices': [119, 126]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Who said you have to give Trump a chance to save face? He dug his own hole... just cover his ass up with his own dirt. #inners,JDLuckenbach,politics
1096,,Tue Feb 05 01:59:13 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @ClaraJeffery: Does Trump just never read all the stories where fellow power brokers and world leaders are just this dismissive of him?…,radma2013,politics
1097,,Tue Feb 05 01:59:13 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Brasilmagic: 'He's unbriefable': Naval War College professor warns Trump is incapable of learning anything

New word: unbriefable!  htt…",banita_s,politics
1098,,Tue Feb 05 01:59:13 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @rogertansey: @newtgingrich I used to work for Churchill’s grandson of the same name.  I can assure you without hesitation, Trump is no…",Debbie05499869,politics
1099,,Tue Feb 05 01:59:13 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @newtgingrich: For the never trumpers, anti-American leftists and trivialists who assume President Trump is in deep trouble you might lo…",butchi_n,politics
1100,,Tue Feb 05 01:59:13 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TheRickWilson: Churchill was also a brilliant polymath, scholar, and thinker with a profound understanding of history, diplomacy, and t…",Gragrl,politics
1101,,Tue Feb 05 01:59:12 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @WhiteHouse: First look: the special guests joining First Lady Melania Trump at President @realDonaldTrump's second State of the Union A…,KathySamira,politics
1102,,Tue Feb 05 01:59:12 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@funder @ShimonPro I imagine that the fact that the House judiciary Committee is sending Jr's &amp; Jared's testimony t… https://t.co/vUfLcLMxuh,BillVonderschm1,politics
1103,,Tue Feb 05 01:59:12 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @mitchellvii: So Senate Democrats have proposed a bill to block President Trump from using DOD funds to build the wall in a national eme…,pilsungpam,politics
1104,,Tue Feb 05 01:59:12 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @funder: BREAKING: Federal prosecutors have subpoenaed the Trump inaugural committee for documents related to their donors and their fun…,nitakay65,politics
1105,,Tue Feb 05 01:59:12 +0000 2019,"[{'text': 'SOTU', 'indices': [131, 136]}]",en,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",RT @mcspocky: I don't have this perfected yet (I'm learning how to do these) but I wanted to share it as a preview of what tRump's #SOTU wi…,ghostdansing,politics
1106,,Tue Feb 05 01:59:12 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @BettyBowers: Remember: Evangelicals dictate Trump policy.

So the same people saying gays/lesbians can’t adopt “because a child needs a…",NamrataSinghMcG,politics
1107,,Tue Feb 05 01:59:12 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@chavezglen1755 @EnigmaNetxx @rini6 @KimberleAllen TRump's Fast and Furious,keriRN,politics
1108,,Tue Feb 05 01:59:12 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @hullboydan: Trump Inaugural Committee Ordered to Hand Over Documents to Federal Investigators - The New York Times LOCK HIM UP!🔒🔒🔒🔒🔒🔒🔒🔒…,robertnunezjr1,politics
1109,,Tue Feb 05 01:59:12 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@The_Trump_Train Free speech is allowing people to have their own opinions without trying to control them,ReginaT01716957,politics
1110,,Tue Feb 05 01:59:12 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @krassenstein: BREAKING: A new Monmouth University poll shows that a staggering 43% of REPUBLICANS want Trump to face a challenger in th…,dhockey14,politics
1111,,Tue Feb 05 01:59:12 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@JustinTrudeau @cafreeland I think they are doing a great job. We don't hear lie after lie like Trump. Support them… https://t.co/QKi50Pa7OS,RogerHu89015773,politics
1112,,Tue Feb 05 01:59:12 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @awtberry: @washingtonpost I KNOW one thing, the Washington ""Dumb-as-a"" Post is in the dark, and dying. 💩 Spare me your platitudes; you…",ShuckCchumer,politics
1113,,Tue Feb 05 01:59:12 +0000 2019,"[{'text': 'ThereShouldBeALimitOn', 'indices': [21, 43]}, {'text': 'AndThenIHadNoChoice', 'indices': [79, 99]}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @realTRUMPERLAND: #ThereShouldBeALimitOn
Democrats: The Party Of Racism 
👇🏻
#AndThenIHadNoChoice
But To Fix Ralph Northam’s Ad
Against E…",jojoh888,politics
1114,,Tue Feb 05 01:59:12 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @marklevinshow: Schiff and media wrong, again https://t.co/YAKIMo22tg",Lion_Paw339,politics
1115,,Tue Feb 05 01:59:12 +0000 2019,"[{'text': 'Trump', 'indices': [17, 23]}, {'text': 'SOTU2019', 'indices': [99, 108]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @Unite4Truth: #Trump’s 2018 HIGHLIGHTS 
    ♦️State of the Union ♦️
Cannot wait until Tomorrow‼️#SOTU2019⁠ ⁠
@POTUS @realDonaldTrump 
Vi…",HarleyHap,politics
1116,,Tue Feb 05 01:59:12 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @JuddLegum: There is no crisis at the border

But Trump is planning to declare an emergency to build a $25B wall

Meanwhile, the Trump a…",LisetteFahrun,politics
1117,,Tue Feb 05 01:59:12 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","🤗 Stumpy! 
On another front, the bad news is:
https://t.co/HWd4em9Tc9 https://t.co/IGSbkzjQ46",CountryJazz4,politics
1118,,Tue Feb 05 01:59:12 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @thebradfordfile: Melania Trump's guests for the SOTU are the first prisoner released from the First Step Act, a child survivor of brain…",YourAuntieMame,politics
1119,,Tue Feb 05 01:59:12 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @EdKrassen: Lindsey Graham said that as Chairman of the Senate Judiciary Committee, he will investigate Hillary Clinton's use of private…",ismeniadavid1,politics
1120,,Tue Feb 05 01:59:12 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @JudicialWatch: JW hand-delivered a letter to both the chair &amp; co-chair of the House's Office of Congressional Ethics calling for an inv…,texasshakabrah,politics
1121,,Tue Feb 05 01:59:12 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","President Trump spends 60% of his time goofing off.
— Chris Matthews, Hardball",Flower_Power_67,politics
1122,,Tue Feb 05 01:59:11 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@BobMenery Feel like trump needs a dude like this to stop him from putting his foot in mouth,CramerVsCram3r,politics
1123,,Tue Feb 05 01:59:11 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @RogueFirstLady: Weapon is call the “Donald Trump” and we all is be target. https://t.co/tHh1hACHeD,momsdiamonds,politics
1124,,Tue Feb 05 01:59:11 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@MollyJongFast @BigBrad1963 tRump only like crooks liars and thiefs and rackateers and embesslers and European pussy https://t.co/OUzNc1KQKD,dumbass_j,politics
1125,,Mon Feb 04 13:16:12 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Massive deception here! Much of what the media does is to prevent us from knowing, to cover up the misdeeds of the… https://t.co/b4qoAIAMSP",DineshDSouza,politics
1126,,Sun Feb 03 14:44:52 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Here is then candidate @RealDonaldTrump taking on Hillary Clinton on late term abortion, one his best moments and o… https://t.co/lpv9JxyOxh",TomFitton,politics
1127,,Mon Feb 04 12:32:12 +0000 2019,"[{'text': 'PlannedParenthood', 'indices': [64, 82]}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Democrats founded the KKK. Margaret Sanger, KKK member, founded #PlannedParenthood to ""wipe out the Black race."" Hi… https://t.co/cSF1asHeDo",mitchellvii,politics
1128,,Tue Feb 05 01:59:51 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JW Sues DOJ for Docs on FBI Lawyer &amp; Clinton/DNC Trump Dossier Author--F... https://t.co/EeIzqChsIv via @YouTube,pabvlnb,politics
1129,,Tue Feb 05 01:59:50 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mollyday15: Bush 41
We have a border crisis!
Clinton
We have a border crisis!
Bush 43
We have a border crisis!
Obama
We have a border c…",JamesBo77952200,politics
1130,,Tue Feb 05 01:59:48 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @drawandstrike: At that point, he'll be free to roll out ALL THE EVIDENCE demonstrating to the entire world the fact the Mueller investi…",jjasonwightman,politics
1131,,Tue Feb 05 01:59:48 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @olgaNYC1211: Soviet counter intel officer Rinat Akhmetshin who attended Don Jr-Russian meet which offered to help attack Clinton receiv…,Hillaryh4444Hos,politics
1132,,Tue Feb 05 01:59:47 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I'm watching this bill clinton documentary and this lady at my bar wanna say she blames him for Monica suckin his d… https://t.co/X62ZjgwRKM,belenmoralessss,politics
1133,,Tue Feb 05 01:59:47 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @trebillion: Clinton friends and donors
Weinstein, Silsby, Ed Buck, John of God, Epstein, Weiner, Nader, Rainere,
Joel Davis, Hastert, S…",ModernHippieUSA,politics
1134,,Tue Feb 05 01:59:45 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @GadflyMorse: @annaleclaire @_gemsa_ @GenXer4Progress @wolfeprowler1 @88Lucien88 @JawMadison @BarbaraLNewsome @inartic @dawn79364216 @Pe…,scott_soulia,politics
1135,,Tue Feb 05 01:59:45 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TheMominatrixx: @DeadlineWH @NicolleDWallace @GOP Here’s Bill Clinton’s schedule as President on December 1st, 2000:

2 meetings + brie…",Jazzmom12,politics
1136,,Tue Feb 05 01:59:44 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ClandestineRos1: 8) AND the unspecified criminal investigation is SEPARATE FROM THE TRUMP RUSSIA PROBE. 

Meaning, Flynn, known white h…",DeniseCasa1,politics
1137,,Tue Feb 05 01:59:43 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EdKrassen: Hillary Clinton was investigated for years because she lost emails.

Meanwhile President Trump has not been investigated for…",trumpedelic,politics
